20150226105729218 |main                 |AloServer           :56|I| Server is starting ...
20150226111151374 |-/192.168.56.1:52104 |MessageProcess      :43|I| new message with MID:5
20150226111435341 |-/192.168.56.1:52104 |MessageProcess      :74|I| phone number {} request confirm passcode
20150226111740375 |main                 |AloServer           :56|I| Server is starting ...
20150226111740398 |main                 |AloServer           :62|I| Server listening on: 0.0.0.0/0.0.0.0:9090 
20150226112238195 |-/192.168.56.1:52132 |ServerManager       :54|I| receive 26bytes from /192.168.56.1:52132
20150226112238203 |-/192.168.56.1:52132 |MessageProcess      :43|I| new message with MID:3
20150226112238205 |-/192.168.56.1:52132 |MessageProcess      :105|I| Client /192.168.56.1:52132 request create new account: phone:93,AF1678155662, 
20150226112238253 |-/192.168.56.1:52132 |DbAccess            :105|I| Database ==> Login with MysqlDataSource
20150226112241594 |-/192.168.56.1:52132 |ServerManager       :54|I| receive 9bytes from /192.168.56.1:52132
20150226112241594 |-/192.168.56.1:52132 |MessageProcess      :43|I| new message with MID:5
20150226112315158 |-/192.168.56.1:52132 |MessageProcess      :74|I| phone number 434343 request confirm passcode
20150226112633640 |main                 |AloServer           :56|I| Server is starting ...
20150226112633659 |main                 |AloServer           :62|I| Server listening on: 0.0.0.0/0.0.0.0:9090 
20150226112636108 |main                 |AloServer           :56|I| Server is starting ...
20150226112636119 |main                 |AloServer           :65|E| java.net.BindException: Address already in use: JVM_Bind
20150226112658015 |main                 |AloServer           :56|I| Server is starting ...
20150226112658039 |main                 |AloServer           :62|I| Server listening on: 0.0.0.0/0.0.0.0:9090 
20150226112718750 |-/192.168.56.1:52152 |ServerManager       :54|I| receive 26bytes from /192.168.56.1:52152
20150226112718756 |-/192.168.56.1:52152 |MessageProcess      :43|I| new message with MID:3
20150226112718760 |-/192.168.56.1:52152 |MessageProcess      :105|I| Client /192.168.56.1:52152 request create new account: phone:93,AF1678155662, 
20150226112718829 |-/192.168.56.1:52152 |DbAccess            :105|I| Database ==> Login with MysqlDataSource
20150226112722410 |-/192.168.56.1:52152 |ServerManager       :54|I| receive 9bytes from /192.168.56.1:52152
20150226112722410 |-/192.168.56.1:52152 |MessageProcess      :43|I| new message with MID:5
20150226112729976 |-/192.168.56.1:52152 |MessageProcess      :74|I| phone number 93,AF1678155662 request confirm passcode
20150226112956903 |main                 |AloServer           :56|I| Server is starting ...
20150226112956924 |main                 |AloServer           :62|I| Server listening on: 0.0.0.0/0.0.0.0:9090 
20150226112959432 |main                 |AloServer           :56|I| Server is starting ...
20150226112959445 |main                 |AloServer           :65|E| java.net.BindException: Address already in use: JVM_Bind
20150226113021960 |-/192.168.56.1:52170 |ServerManager       :54|I| receive 26bytes from /192.168.56.1:52170
20150226113021969 |-/192.168.56.1:52170 |MessageProcess      :43|I| new message with MID:3
20150226113021974 |-/192.168.56.1:52170 |MessageProcess      :105|I| Client /192.168.56.1:52170 request create new account: phone:93,AF1678155662, 
20150226113022036 |-/192.168.56.1:52170 |DbAccess            :105|I| Database ==> Login with MysqlDataSource
20150226113025196 |-/192.168.56.1:52170 |ServerManager       :54|I| receive 9bytes from /192.168.56.1:52170
20150226113025196 |-/192.168.56.1:52170 |MessageProcess      :43|I| new message with MID:5
20150226113034441 |-/192.168.56.1:52170 |MessageProcess      :74|I| phone number 93,AF1678155662 request confirm passcode
20150226113210686 |main                 |AloServer           :56|I| Server is starting ...
20150226113210696 |main                 |AloServer           :62|I| Server listening on: 0.0.0.0/0.0.0.0:9090 
20150226113300116 |-/192.168.56.1:52184 |ServerManager       :54|I| receive 26bytes from /192.168.56.1:52184
20150226113300121 |-/192.168.56.1:52184 |MessageProcess      :43|I| new message with MID:3
20150226113300123 |-/192.168.56.1:52184 |MessageProcess      :105|I| Client /192.168.56.1:52184 request create new account: phone:93,AF1678155662, 
20150226113300160 |-/192.168.56.1:52184 |DbAccess            :105|I| Database ==> Login with MysqlDataSource
20150226113306020 |-/192.168.56.1:52184 |ServerManager       :54|I| receive 9bytes from /192.168.56.1:52184
20150226113306020 |-/192.168.56.1:52184 |MessageProcess      :43|I| new message with MID:5
20150226113306021 |-/192.168.56.1:52184 |MessageProcess      :74|I| phone number 93,AF1678155662 request confirm passcode
